id,Sex,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
2253,male,62,185.0,90.0,10.0,96.0,40.5,58.0
2254,male,40,190.0,91.0,7.0,76.0,39.5,20.0
2255,female,32,166.0,63.0,16.0,94.0,40.3,77.0
2256,female,61,166.0,64.0,17.0,95.0,40.2,90.0
2257,male,39,181.0,83.0,11.0,98.0,40.5,60.0
2258,male,63,210.0,111.0,21.0,96.0,40.7,140.0
2259,female,20,160.0,58.0,15.0,96.0,40.1,70.0
2260,male,64,184.0,90.0,19.0,106.0,40.5,141.0
2261,female,39,179.0,76.0,18.0,107.0,40.5,112.0
2262,female,54,158.0,60.0,7.0,87.0,39.6,31.0
2263,female,25,173.0,63.0,1.0,84.0,37.9,3.0
2264,male,55,177.0,75.0,10.0,91.0,39.9,57.0
2265,male,44,180.0,80.0,11.0,94.0,39.9,54.0
2266,female,20,166.0,58.0,6.0,86.0,39.3,24.0
2267,male,26,192.0,87.0,21.0,105.0,40.5,122.0
2268,male,46,195.0,95.0,19.0,99.0,40.5,116.0
2269,male,79,176.0,83.0,28.0,107.0,40.8,229.0
2270,female,40,168.0,66.0,12.0,95.0,40.2,61.0
2271,male,26,201.0,92.0,1.0,78.0,37.8,3.0
2272,female,72,174.0,74.0,27.0,117.0,40.8,210.0
2273,female,35,167.0,66.0,10.0,91.0,39.7,44.0
2274,male,46,176.0,80.0,1.0,87.0,37.7,4.0
2275,female,21,165.0,61.0,14.0,89.0,40.6,55.0
2276,female,63,160.0,63.0,24.0,104.0,40.8,158.0
2277,male,24,162.0,64.0,5.0,87.0,38.9,12.0
2278,female,67,152.0,57.0,10.0,96.0,39.8,60.0
2279,female,45,174.0,71.0,22.0,109.0,40.7,150.0
2280,female,64,162.0,64.0,29.0,105.0,40.8,190.0
2281,female,54,156.0,56.0,15.0,101.0,40.3,96.0
2282,male,37,179.0,79.0,11.0,91.0,40.0,47.0
2283,male,44,184.0,89.0,7.0,85.0,39.7,26.0
2284,female,23,163.0,58.0,17.0,97.0,40.4,82.0
2285,female,26,164.0,62.0,29.0,106.0,40.8,176.0
2286,male,61,169.0,72.0,28.0,111.0,41.0,230.0
2287,female,39,175.0,73.0,16.0,91.0,40.0,72.0
2288,female,34,156.0,54.0,7.0,88.0,39.3,30.0
2289,male,57,174.0,81.0,7.0,86.0,39.2,31.0
2290,female,52,157.0,55.0,19.0,97.0,40.7,106.0
2291,female,24,158.0,59.0,20.0,102.0,40.5,114.0
2292,male,48,183.0,87.0,21.0,106.0,40.9,148.0
2293,male,55,195.0,99.0,9.0,88.0,39.7,45.0
2294,female,32,167.0,61.0,9.0,87.0,39.5,38.0
2295,female,34,158.0,61.0,23.0,104.0,40.8,141.0
2296,female,35,152.0,51.0,5.0,84.0,39.1,21.0
2297,male,25,186.0,90.0,15.0,96.0,40.2,67.0
2298,male,29,175.0,70.0,14.0,88.0,40.3,42.0
2299,male,50,174.0,82.0,22.0,102.0,40.8,136.0
2300,male,51,205.0,104.0,14.0,96.0,39.8,84.0
2301,female,30,163.0,63.0,10.0,93.0,39.5,45.0
2302,female,56,167.0,65.0,13.0,92.0,40.1,64.0
2303,female,55,161.0,60.0,23.0,102.0,40.9,142.0
2304,female,47,161.0,57.0,8.0,87.0,39.4,37.0
2305,female,35,176.0,70.0,13.0,99.0,39.9,69.0
2306,female,22,165.0,61.0,28.0,101.0,40.9,150.0
2307,female,32,174.0,69.0,8.0,87.0,39.9,29.0
2308,male,56,199.0,101.0,15.0,87.0,40.1,73.0
2309,male,36,184.0,88.0,9.0,95.0,39.3,43.0
2310,female,25,170.0,72.0,26.0,110.0,40.3,170.0
2311,female,22,171.0,67.0,5.0,74.0,39.3,12.0
2312,female,75,161.0,64.0,19.0,100.0,40.7,119.0
2313,female,42,176.0,75.0,26.0,99.0,40.9,141.0
2314,male,61,189.0,89.0,26.0,103.0,40.9,192.0
2315,male,40,199.0,102.0,1.0,83.0,37.4,4.0
2316,male,33,175.0,73.0,4.0,83.0,39.3,11.0
2317,female,29,169.0,70.0,11.0,92.0,39.9,51.0
2318,female,31,167.0,67.0,25.0,106.0,40.7,150.0
2319,female,54,168.0,63.0,2.0,83.0,38.5,8.0
2320,male,26,187.0,89.0,12.0,93.0,39.8,49.0
2321,female,64,163.0,63.0,4.0,82.0,38.8,18.0
2322,female,63,171.0,71.0,27.0,103.0,40.3,170.0
2323,male,50,175.0,74.0,15.0,94.0,40.0,76.0
2324,male,32,172.0,71.0,12.0,96.0,40.3,53.0
2325,female,35,162.0,58.0,9.0,89.0,39.8,38.0
2326,male,25,187.0,84.0,23.0,103.0,40.7,125.0
2327,female,41,164.0,62.0,18.0,91.0,40.4,83.0
2328,female,40,153.0,52.0,5.0,82.0,39.2,20.0
2329,male,50,177.0,86.0,26.0,105.0,41.0,177.0
2330,male,24,178.0,81.0,12.0,98.0,40.1,55.0
2331,male,40,192.0,91.0,4.0,90.0,38.8,17.0
2332,male,45,174.0,81.0,16.0,97.0,40.3,89.0
2333,male,69,189.0,89.0,30.0,108.0,40.8,247.0
2334,male,43,187.0,89.0,28.0,116.0,40.7,237.0
2335,female,44,167.0,61.0,9.0,93.0,39.6,49.0
2336,female,40,171.0,73.0,8.0,91.0,39.7,37.0
2337,female,35,158.0,63.0,28.0,108.0,40.7,186.0
2338,female,52,171.0,68.0,15.0,102.0,40.2,91.0
2339,female,21,166.0,62.0,5.0,84.0,39.3,18.0
2340,female,21,159.0,58.0,11.0,87.0,39.8,45.0
2341,female,27,161.0,59.0,19.0,93.0,40.7,79.0
2342,female,58,161.0,60.0,23.0,104.0,40.8,147.0
2343,male,48,193.0,100.0,16.0,102.0,40.2,106.0
2344,female,30,164.0,62.0,22.0,110.0,40.7,143.0
2345,female,52,163.0,64.0,26.0,100.0,40.7,154.0
2346,female,35,162.0,61.0,23.0,103.0,40.5,136.0
2347,male,21,182.0,91.0,6.0,91.0,39.1,20.0
2348,female,61,157.0,63.0,17.0,102.0,40.3,105.0
2349,male,42,173.0,74.0,3.0,80.0,38.4,5.0
2350,female,21,170.0,72.0,28.0,107.0,40.5,169.0
2351,female,43,159.0,59.0,21.0,103.0,40.5,128.0
2352,female,21,161.0,60.0,7.0,94.0,39.6,33.0
2353,female,34,164.0,63.0,18.0,102.0,40.7,105.0
2354,male,32,201.0,102.0,15.0,95.0,40.6,73.0
2355,male,42,203.0,103.0,6.0,81.0,39.5,20.0
2356,male,21,169.0,69.0,15.0,95.0,40.2,62.0
2357,male,40,194.0,98.0,7.0,91.0,39.6,32.0
2358,male,60,199.0,99.0,13.0,87.0,40.2,66.0
2359,male,24,176.0,72.0,5.0,84.0,39.1,13.0
2360,female,26,167.0,62.0,3.0,78.0,38.6,7.0
2361,female,43,166.0,63.0,23.0,100.0,40.8,128.0
2362,male,55,183.0,83.0,23.0,104.0,40.7,154.0
2363,female,31,162.0,64.0,5.0,84.0,39.0,19.0
2364,female,43,167.0,65.0,6.0,85.0,39.1,24.0
2365,female,33,178.0,73.0,21.0,93.0,40.7,98.0
2366,female,70,154.0,56.0,6.0,89.0,39.0,30.0
2367,female,30,171.0,68.0,2.0,83.0,38.2,6.0
2368,male,74,190.0,91.0,26.0,104.0,41.1,231.0
2369,male,29,187.0,84.0,24.0,102.0,40.9,128.0
2370,female,28,164.0,59.0,17.0,93.0,40.6,77.0
2371,male,42,187.0,92.0,11.0,94.0,39.9,53.0
2372,male,22,180.0,81.0,13.0,99.0,40.4,61.0
2373,male,39,180.0,75.0,26.0,107.0,40.9,174.0
2374,male,42,189.0,96.0,8.0,88.0,39.6,35.0
2375,female,33,160.0,58.0,16.0,93.0,40.4,79.0
2376,female,20,176.0,66.0,28.0,103.0,40.9,147.0
2377,male,50,193.0,99.0,6.0,92.0,39.5,31.0
2378,female,21,174.0,75.0,27.0,111.0,40.9,158.0
2379,female,33,170.0,70.0,3.0,92.0,38.7,12.0
2380,male,29,161.0,64.0,11.0,91.0,39.7,42.0
2381,male,30,183.0,86.0,26.0,106.0,40.7,164.0
2382,male,51,183.0,86.0,22.0,100.0,40.6,137.0
2383,male,48,187.0,88.0,3.0,89.0,38.6,13.0
2384,female,22,164.0,59.0,17.0,98.0,40.5,88.0
2385,male,26,199.0,102.0,1.0,88.0,37.9,4.0
2386,female,21,173.0,64.0,15.0,94.0,40.2,70.0
2387,male,71,206.0,97.0,23.0,112.0,40.8,212.0
2388,female,25,172.0,69.0,18.0,104.0,40.1,104.0
2389,female,54,167.0,67.0,11.0,88.0,40.0,48.0
2390,female,26,152.0,52.0,5.0,87.0,38.9,21.0
2391,male,38,201.0,101.0,24.0,108.0,40.9,168.0
2392,male,52,193.0,98.0,4.0,88.0,39.0,19.0
2393,male,45,182.0,92.0,4.0,91.0,38.7,19.0
2394,female,26,165.0,59.0,21.0,107.0,40.5,129.0
2395,male,28,171.0,74.0,3.0,88.0,38.6,9.0
2396,female,56,152.0,56.0,27.0,106.0,40.7,181.0
2397,male,26,174.0,81.0,25.0,104.0,40.7,140.0
2398,female,40,165.0,63.0,4.0,82.0,37.9,16.0
2399,male,61,183.0,91.0,7.0,80.0,39.2,25.0
2400,male,34,188.0,93.0,25.0,102.0,40.9,143.0
2401,male,54,193.0,98.0,6.0,92.0,39.1,32.0
2402,male,32,189.0,88.0,4.0,91.0,39.0,15.0
2403,female,34,152.0,55.0,8.0,87.0,39.6,32.0
2404,female,22,159.0,58.0,4.0,78.0,38.8,9.0
2405,female,26,154.0,55.0,23.0,97.0,40.2,118.0
2406,male,41,191.0,92.0,28.0,111.0,40.7,213.0
2407,female,36,163.0,61.0,13.0,100.0,40.1,71.0
2408,male,47,181.0,86.0,19.0,97.0,40.5,106.0
2409,female,20,161.0,57.0,5.0,89.0,38.7,20.0
2410,male,51,190.0,94.0,19.0,101.0,40.6,126.0
2411,female,41,154.0,57.0,25.0,103.0,40.7,148.0
2412,male,37,179.0,84.0,28.0,115.0,40.8,207.0
2413,male,28,183.0,83.0,15.0,96.0,40.3,66.0
2414,male,59,167.0,69.0,8.0,86.0,39.4,33.0
2415,female,29,173.0,73.0,4.0,80.0,38.9,11.0
2416,female,67,170.0,69.0,3.0,74.0,38.1,10.0
2417,male,22,195.0,91.0,10.0,87.0,39.8,32.0
2418,male,37,190.0,93.0,5.0,87.0,39.1,19.0
2419,male,43,196.0,92.0,13.0,83.0,40.1,46.0
2420,female,30,161.0,61.0,17.0,95.0,40.2,83.0
2421,female,42,153.0,51.0,8.0,88.0,39.8,36.0
2422,male,39,181.0,82.0,29.0,107.0,40.9,196.0
2423,male,33,177.0,79.0,16.0,90.0,40.3,58.0
2424,female,39,170.0,66.0,2.0,81.0,38.0,5.0
2425,female,34,165.0,66.0,10.0,91.0,39.7,46.0
2426,male,55,174.0,74.0,9.0,85.0,39.8,38.0
2427,female,20,174.0,74.0,12.0,92.0,39.8,53.0
2428,male,20,180.0,79.0,13.0,99.0,40.2,55.0
2429,male,44,181.0,78.0,19.0,93.0,40.6,87.0
2430,female,39,175.0,74.0,2.0,76.0,38.4,6.0
2431,female,40,151.0,58.0,30.0,115.0,40.9,221.0
2432,male,34,186.0,88.0,7.0,91.0,39.3,29.0
2433,male,71,179.0,81.0,6.0,89.0,39.1,30.0
2434,male,50,193.0,95.0,12.0,96.0,40.2,69.0
2435,female,40,149.0,54.0,27.0,102.0,40.7,162.0
2436,female,33,169.0,63.0,14.0,106.0,40.5,90.0
2437,male,35,194.0,95.0,9.0,93.0,39.4,41.0
2438,male,30,186.0,94.0,5.0,90.0,39.1,20.0
2439,male,22,202.0,100.0,23.0,93.0,40.7,88.0
2440,female,29,164.0,66.0,17.0,94.0,40.1,81.0
2441,female,42,171.0,65.0,20.0,97.0,40.2,107.0
2442,male,31,177.0,79.0,5.0,81.0,39.5,12.0
2443,male,36,194.0,96.0,1.0,86.0,37.7,4.0
2444,female,55,158.0,62.0,8.0,86.0,39.6,36.0
2445,female,36,169.0,68.0,6.0,88.0,39.4,25.0
2446,male,20,160.0,64.0,3.0,84.0,38.7,8.0
2447,female,70,165.0,68.0,10.0,94.0,39.6,53.0
2448,female,73,178.0,78.0,17.0,104.0,40.3,111.0
2449,female,58,159.0,56.0,23.0,101.0,40.4,142.0
2450,female,59,178.0,73.0,16.0,94.0,40.1,81.0
2451,female,32,162.0,64.0,3.0,92.0,38.7,14.0
2452,female,22,167.0,65.0,22.0,105.0,40.4,128.0
2453,female,32,165.0,58.0,15.0,94.0,40.0,74.0
2454,male,32,192.0,98.0,27.0,110.0,40.6,192.0
2455,female,51,161.0,68.0,24.0,99.0,40.7,134.0
2456,male,59,191.0,97.0,14.0,87.0,40.4,68.0
2457,female,21,172.0,66.0,3.0,84.0,38.4,11.0
2458,female,24,161.0,57.0,5.0,87.0,38.7,19.0
2459,female,20,169.0,64.0,24.0,107.0,40.8,143.0
2460,female,38,151.0,69.0,25.0,107.0,40.7,164.0
2461,female,46,180.0,75.0,20.0,104.0,40.6,119.0
2462,female,31,188.0,75.0,5.0,85.0,39.1,19.0
2463,female,24,178.0,74.0,11.0,94.0,39.8,47.0
2464,male,50,195.0,92.0,11.0,96.0,39.7,62.0
2465,female,29,181.0,68.0,18.0,101.0,40.5,97.0
2466,male,40,192.0,91.0,20.0,105.0,40.6,129.0
2467,male,62,190.0,88.0,4.0,85.0,38.9,18.0
2468,male,50,172.0,78.0,28.0,113.0,40.7,220.0
2469,female,50,173.0,71.0,22.0,102.0,40.8,130.0
2470,female,49,153.0,52.0,4.0,75.0,38.9,13.0
2471,female,34,154.0,57.0,9.0,91.0,39.6,42.0
2472,female,22,169.0,62.0,19.0,94.0,40.5,90.0
2473,male,40,199.0,102.0,14.0,91.0,40.4,66.0
2474,male,33,182.0,87.0,30.0,113.0,40.9,222.0
2475,male,46,180.0,83.0,17.0,98.0,40.4,92.0
2476,male,42,179.0,81.0,13.0,91.0,39.9,56.0
2477,male,58,181.0,81.0,7.0,81.0,39.2,25.0
2478,male,36,186.0,88.0,12.0,92.0,40.2,52.0
2479,male,32,182.0,81.0,19.0,101.0,40.7,101.0
2480,female,49,170.0,68.0,28.0,107.0,40.6,179.0
2481,female,56,161.0,65.0,4.0,79.0,38.6,15.0
2482,male,51,189.0,91.0,12.0,96.0,40.0,73.0
2483,female,52,158.0,61.0,18.0,103.0,40.5,109.0
2484,female,22,161.0,58.0,3.0,81.0,38.8,10.0
2485,male,69,187.0,88.0,28.0,104.0,41.0,220.0
2486,female,21,171.0,70.0,8.0,86.0,39.7,29.0
2487,male,62,181.0,80.0,10.0,92.0,40.2,55.0
2488,male,29,186.0,82.0,21.0,92.0,40.2,92.0
2489,male,33,180.0,82.0,7.0,88.0,39.5,28.0
2490,male,75,194.0,105.0,19.0,103.0,40.5,147.0
2491,male,40,185.0,93.0,18.0,97.0,40.3,94.0
2492,female,21,178.0,74.0,14.0,91.0,40.3,57.0
2493,male,73,180.0,83.0,26.0,116.0,41.3,268.0
2494,female,57,180.0,76.0,24.0,103.0,40.6,144.0
2495,male,57,176.0,80.0,14.0,95.0,39.9,80.0
2496,male,64,191.0,99.0,11.0,92.0,39.7,63.0
2497,female,25,170.0,66.0,22.0,109.0,40.5,136.0
2498,male,40,193.0,89.0,17.0,92.0,40.6,83.0
2499,male,32,182.0,78.0,1.0,78.0,37.4,2.0
2500,male,48,187.0,98.0,7.0,84.0,39.4,27.0
2501,male,21,187.0,82.0,26.0,107.0,40.7,153.0
2502,female,21,154.0,54.0,3.0,85.0,38.5,12.0
2503,male,51,195.0,102.0,21.0,97.0,40.7,131.0
2504,male,40,186.0,92.0,28.0,114.0,41.1,219.0
2505,male,34,197.0,100.0,17.0,101.0,40.3,102.0
2506,female,47,173.0,70.0,17.0,96.0,40.4,89.0
2507,female,32,167.0,64.0,9.0,90.0,39.8,38.0
2508,male,26,189.0,87.0,5.0,85.0,39.3,13.0
2509,male,34,183.0,89.0,16.0,101.0,40.2,89.0
2510,male,36,183.0,83.0,15.0,94.0,40.0,67.0
2511,female,46,163.0,65.0,4.0,91.0,38.7,21.0
2512,male,39,186.0,87.0,4.0,84.0,39.0,12.0
2513,female,24,164.0,60.0,7.0,91.0,39.8,32.0
2514,male,32,183.0,86.0,17.0,91.0,40.3,68.0
2515,male,47,185.0,82.0,6.0,83.0,39.2,22.0
2516,female,40,166.0,64.0,18.0,95.0,40.6,91.0
2517,male,32,182.0,86.0,28.0,111.0,40.7,193.0
2518,male,45,193.0,89.0,5.0,82.0,39.0,16.0
2519,male,21,177.0,87.0,15.0,91.0,39.8,42.0
2520,female,42,168.0,64.0,2.0,77.0,38.7,6.0
2521,male,62,197.0,103.0,17.0,96.0,40.5,107.0
2522,female,42,165.0,63.0,8.0,94.0,39.5,39.0
2523,male,49,178.0,82.0,25.0,96.0,40.8,129.0
2524,female,31,164.0,61.0,27.0,108.0,40.8,172.0
2525,male,36,191.0,91.0,27.0,114.0,40.8,204.0
2526,male,51,187.0,89.0,12.0,89.0,40.1,54.0
2527,male,45,182.0,81.0,24.0,101.0,40.9,141.0
2528,male,33,197.0,102.0,15.0,97.0,40.2,79.0
2529,female,47,169.0,64.0,29.0,112.0,40.9,204.0
2530,male,64,182.0,82.0,7.0,90.0,39.4,34.0
2531,female,78,171.0,73.0,23.0,102.0,40.7,164.0
2532,male,42,173.0,73.0,14.0,97.0,40.3,72.0
2533,female,60,161.0,60.0,21.0,103.0,40.6,134.0
2534,male,56,195.0,99.0,14.0,83.0,40.1,60.0
2535,male,22,182.0,80.0,29.0,110.0,40.8,175.0
2536,female,39,161.0,63.0,13.0,92.0,40.1,61.0
2537,female,33,153.0,56.0,29.0,111.0,41.0,201.0
2538,female,45,158.0,54.0,9.0,93.0,39.7,45.0
2539,male,45,180.0,87.0,8.0,95.0,39.5,41.0
2540,male,30,180.0,83.0,11.0,94.0,39.8,47.0
2541,female,50,173.0,73.0,17.0,92.0,40.3,83.0
2542,male,23,174.0,81.0,26.0,108.0,40.7,156.0
2543,female,31,168.0,65.0,21.0,97.0,40.7,109.0
2544,male,29,193.0,96.0,27.0,106.0,40.8,170.0
2545,male,64,184.0,87.0,14.0,92.0,40.4,79.0
2546,male,32,197.0,101.0,2.0,83.0,37.8,6.0
2547,female,37,166.0,61.0,22.0,104.0,40.6,136.0
2548,male,54,184.0,81.0,21.0,104.0,40.5,146.0
2549,male,62,180.0,83.0,19.0,95.0,40.7,117.0
2550,male,35,175.0,76.0,12.0,92.0,40.3,52.0
2551,female,28,172.0,66.0,22.0,100.0,40.6,118.0
2552,female,46,157.0,58.0,8.0,89.0,39.4,37.0
2553,female,26,166.0,61.0,2.0,81.0,38.0,6.0
2554,male,35,190.0,94.0,19.0,98.0,40.2,101.0
2555,male,42,199.0,99.0,6.0,76.0,39.7,12.0
2556,female,45,164.0,62.0,9.0,90.0,39.7,40.0
2557,female,51,157.0,56.0,16.0,96.0,40.4,91.0
2558,male,78,158.0,64.0,29.0,107.0,40.9,223.0
2559,female,28,170.0,73.0,12.0,100.0,39.9,62.0
2560,male,52,176.0,89.0,7.0,90.0,39.9,34.0
2561,female,29,160.0,63.0,11.0,92.0,39.5,52.0
2562,female,60,168.0,69.0,5.0,84.0,39.1,21.0
2563,female,28,166.0,65.0,2.0,81.0,38.3,7.0
2564,female,25,181.0,75.0,1.0,78.0,37.7,3.0
2565,male,34,178.0,81.0,2.0,89.0,38.0,7.0
2566,male,40,196.0,102.0,26.0,103.0,40.3,165.0
2567,male,75,189.0,91.0,30.0,107.0,41.0,259.0
2568,female,49,173.0,67.0,11.0,87.0,39.9,47.0
2569,female,44,167.0,68.0,9.0,94.0,39.4,45.0
2570,male,21,191.0,95.0,12.0,89.0,40.1,38.0
2571,male,43,188.0,87.0,4.0,77.0,38.7,6.0
2572,male,42,182.0,91.0,16.0,94.0,40.3,78.0
2573,male,36,178.0,82.0,22.0,102.0,40.5,127.0
2574,female,35,161.0,63.0,20.0,95.0,40.4,102.0
2575,female,58,153.0,55.0,4.0,83.0,38.9,18.0
2576,male,32,186.0,93.0,15.0,101.0,40.5,84.0
2577,female,42,159.0,58.0,9.0,86.0,39.6,39.0
2578,female,66,170.0,71.0,2.0,91.0,38.0,9.0
2579,male,26,175.0,78.0,23.0,107.0,40.5,131.0
2580,female,39,182.0,72.0,5.0,79.0,39.0,15.0
2581,male,52,173.0,71.0,25.0,105.0,40.8,167.0
2582,male,61,195.0,100.0,20.0,96.0,40.5,123.0
2583,female,25,154.0,53.0,9.0,88.0,39.8,38.0
2584,male,38,174.0,78.0,21.0,106.0,40.8,131.0
2585,female,56,161.0,63.0,28.0,109.0,40.9,196.0
2586,male,54,187.0,90.0,12.0,84.0,40.1,49.0
2587,female,42,157.0,57.0,16.0,94.0,40.1,80.0
2588,female,21,168.0,64.0,23.0,101.0,40.5,120.0
2589,female,33,174.0,75.0,27.0,105.0,40.8,161.0
2590,male,50,207.0,111.0,20.0,105.0,40.7,148.0
2591,male,55,193.0,98.0,4.0,91.0,38.8,21.0
2592,male,62,196.0,99.0,9.0,92.0,39.7,54.0
2593,male,21,187.0,85.0,16.0,90.0,40.0,49.0
2594,female,46,153.0,52.0,3.0,90.0,38.5,14.0
2595,male,25,200.0,99.0,22.0,102.0,40.8,124.0
2596,female,40,161.0,63.0,8.0,80.0,39.7,30.0
2597,female,38,159.0,59.0,30.0,117.0,40.6,230.0
2598,male,78,167.0,67.0,25.0,100.0,40.8,165.0
2599,male,45,180.0,86.0,28.0,104.0,40.7,179.0
2600,female,39,169.0,61.0,28.0,114.0,40.9,203.0
2601,female,22,171.0,67.0,19.0,91.0,40.5,73.0
2602,male,20,184.0,82.0,8.0,83.0,39.9,16.0
2603,male,21,187.0,88.0,11.0,97.0,39.8,50.0
2604,female,62,156.0,58.0,7.0,90.0,39.4,36.0
2605,female,39,163.0,62.0,19.0,99.0,40.7,104.0
2606,male,44,184.0,89.0,21.0,104.0,40.4,138.0
2607,female,24,160.0,56.0,25.0,106.0,40.5,151.0
2608,male,56,177.0,87.0,27.0,116.0,40.7,236.0
2609,male,66,173.0,80.0,24.0,107.0,40.9,204.0
2610,male,40,189.0,89.0,19.0,104.0,40.7,119.0
2611,female,41,154.0,57.0,2.0,82.0,38.3,8.0
2612,male,32,174.0,76.0,4.0,81.0,38.6,9.0
2613,male,42,198.0,108.0,13.0,92.0,40.0,59.0
2614,male,21,181.0,78.0,26.0,107.0,40.7,143.0
2615,male,27,184.0,84.0,20.0,102.0,40.8,104.0
2616,female,26,163.0,65.0,20.0,106.0,40.3,118.0
2617,male,32,170.0,71.0,23.0,101.0,40.4,113.0
2618,male,20,187.0,94.0,8.0,97.0,39.8,36.0
2619,female,69,170.0,70.0,2.0,74.0,38.1,7.0
2620,male,30,187.0,87.0,27.0,112.0,41.0,191.0
2621,female,77,176.0,73.0,24.0,113.0,40.8,193.0
2622,female,51,168.0,70.0,3.0,81.0,38.8,11.0
2623,female,22,161.0,64.0,15.0,91.0,40.0,66.0
2624,male,39,177.0,79.0,8.0,83.0,39.5,21.0
2625,female,21,171.0,66.0,28.0,106.0,40.8,162.0
2626,female,58,164.0,60.0,17.0,89.0,40.4,80.0
2627,female,35,163.0,60.0,13.0,96.0,40.1,65.0
2628,female,50,189.0,83.0,9.0,89.0,39.7,38.0
2629,male,40,189.0,91.0,24.0,106.0,40.6,162.0
2630,male,26,179.0,81.0,5.0,88.0,39.0,17.0
2631,male,27,179.0,80.0,4.0,87.0,38.8,12.0
2632,male,25,179.0,76.0,13.0,97.0,40.3,55.0
2633,female,27,166.0,61.0,26.0,107.0,40.6,164.0
2634,male,28,172.0,73.0,19.0,99.0,40.2,87.0
2635,female,36,166.0,65.0,4.0,86.0,39.0,17.0
2636,female,39,168.0,64.0,2.0,83.0,38.9,8.0
2637,male,31,188.0,89.0,9.0,88.0,39.8,30.0
2638,female,49,174.0,76.0,30.0,110.0,41.0,202.0
2639,male,69,186.0,91.0,29.0,116.0,40.9,266.0
2640,male,23,185.0,82.0,15.0,89.0,40.1,45.0
2641,female,45,175.0,71.0,19.0,99.0,40.1,105.0
2642,male,29,192.0,96.0,2.0,81.0,37.8,6.0
2643,male,49,190.0,90.0,27.0,102.0,40.6,176.0
2644,male,25,189.0,85.0,24.0,102.0,40.6,126.0
2645,female,31,163.0,63.0,4.0,82.0,39.1,16.0
2646,male,61,187.0,94.0,10.0,88.0,39.9,50.0
2647,female,31,153.0,54.0,10.0,88.0,39.8,36.0
2648,female,21,169.0,62.0,22.0,102.0,40.7,116.0
2649,female,40,156.0,58.0,13.0,97.0,40.1,69.0
2650,female,35,165.0,62.0,7.0,86.0,39.5,28.0
2651,female,22,162.0,62.0,9.0,91.0,39.8,42.0
2652,male,37,172.0,75.0,13.0,91.0,40.5,50.0
2653,female,32,164.0,66.0,20.0,93.0,40.7,99.0
2654,male,32,179.0,81.0,16.0,103.0,40.1,89.0
2655,male,54,176.0,76.0,22.0,97.0,40.4,117.0
2656,female,40,182.0,77.0,7.0,89.0,39.3,31.0
2657,female,44,164.0,61.0,21.0,96.0,40.4,113.0
2658,male,29,190.0,97.0,18.0,104.0,40.5,109.0
2659,female,46,166.0,67.0,13.0,94.0,40.4,66.0
2660,female,23,179.0,73.0,17.0,94.0,40.3,79.0
2661,female,37,156.0,60.0,9.0,85.0,39.7,36.0
2662,female,65,171.0,71.0,7.0,83.0,39.6,29.0
2663,male,51,184.0,88.0,23.0,111.0,40.9,193.0
2664,female,35,154.0,53.0,10.0,90.0,40.0,45.0
2665,female,20,155.0,56.0,1.0,87.0,37.6,4.0
2666,female,76,171.0,74.0,6.0,90.0,38.9,30.0
2667,male,57,189.0,86.0,19.0,100.0,40.8,124.0
2668,male,21,182.0,84.0,15.0,102.0,39.8,70.0
2669,male,24,184.0,86.0,7.0,85.0,39.2,17.0
2670,female,25,164.0,66.0,7.0,87.0,39.3,27.0
2671,female,31,157.0,56.0,27.0,108.0,40.7,172.0
2672,male,57,181.0,82.0,5.0,85.0,38.9,20.0
2673,male,60,187.0,93.0,9.0,92.0,39.8,49.0
2674,female,21,155.0,58.0,26.0,110.0,40.7,172.0
2675,male,42,176.0,82.0,13.0,86.0,39.8,48.0
2676,female,21,178.0,79.0,28.0,101.0,40.6,146.0
2677,male,21,178.0,81.0,28.0,114.0,40.8,189.0
2678,female,41,159.0,57.0,7.0,82.0,39.6,29.0
2679,female,56,179.0,73.0,3.0,78.0,38.8,11.0
2680,female,61,168.0,64.0,28.0,110.0,40.7,196.0
2681,male,40,181.0,81.0,22.0,100.0,40.4,124.0
2682,male,63,192.0,99.0,14.0,101.0,39.8,103.0
2683,female,25,168.0,63.0,16.0,95.0,40.1,78.0
2684,male,35,179.0,77.0,28.0,108.0,41.2,180.0
2685,female,24,171.0,62.0,15.0,98.0,40.2,69.0
2686,male,31,193.0,97.0,8.0,81.0,39.1,22.0
2687,female,50,161.0,61.0,9.0,90.0,39.8,42.0
2688,female,56,162.0,66.0,18.0,98.0,40.6,111.0
2689,male,38,183.0,81.0,9.0,95.0,39.5,42.0
2690,male,70,196.0,97.0,27.0,106.0,40.7,216.0
2691,male,28,188.0,93.0,10.0,90.0,39.8,36.0
2692,female,57,177.0,76.0,23.0,112.0,40.4,168.0
2693,male,61,185.0,86.0,26.0,108.0,40.8,211.0
2694,male,39,178.0,78.0,7.0,81.0,39.3,21.0
2695,male,26,175.0,73.0,12.0,96.0,39.8,48.0
2696,male,51,200.0,102.0,9.0,88.0,39.7,41.0
2697,male,30,193.0,91.0,11.0,92.0,40.0,42.0
2698,female,39,169.0,66.0,2.0,84.0,38.3,8.0
2699,male,54,194.0,89.0,10.0,90.0,40.0,49.0
2700,male,44,179.0,79.0,19.0,104.0,40.4,120.0
2701,female,32,170.0,64.0,8.0,94.0,39.4,39.0
2702,male,31,191.0,95.0,12.0,94.0,39.7,54.0
